,noteId,raterParticipantId,createdAtMillis,version,agree,disagree,helpful,notHelpful,helpfulnessLevel,helpfulOther,helpfulInformative,helpfulClear,helpfulEmpathetic,helpfulGoodSources,helpfulUniqueContext,helpfulAddressesClaim,helpfulImportantContext,helpfulUnbiasedLanguage,notHelpfulOther,notHelpfulIncorrect,notHelpfulSourcesMissingOrUnreliable,notHelpfulOpinionSpeculationOrBias,notHelpfulMissingKeyPoints,notHelpfulOutdated,notHelpfulHardToUnderstand,notHelpfulArgumentativeOrBiased,notHelpfulOffTopic,notHelpfulSpamHarassmentOrAbuse,notHelpfulIrrelevantSources,notHelpfulOpinionSpeculation,notHelpfulNoteNotNeeded,ratedOnTweetId
31,1735922510162440616,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1702739264796,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1735838575013273844
32,1735958992621367413,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1702739195054,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1735838575013273844
33,1736299938659922255,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1702831504159,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1736128652612428150
34,1756892005555474690,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1707711523626,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756888470599967000
35,1756893318313599029,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1707711496626,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1756888470599967000
36,1756909406896390255,1C0972F584F1BD912FB957D99A854609C93213D0A9C36169F1FBA2267B62709A,1707730117011,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1756900265368723562
37,1710582768265232624,61227E048DECD76CBB23F53E2EA574AEDD4912206CA8AD93D187EAC31E1DD486,1696853873396,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710361489310089643
38,1719394257981546695,61227E048DECD76CBB23F53E2EA574AEDD4912206CA8AD93D187EAC31E1DD486,1698773365397,2,0,0,0,0,SOMEWHAT_HELPFUL,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1719077000483066319
39,1724604626735915518,61227E048DECD76CBB23F53E2EA574AEDD4912206CA8AD93D187EAC31E1DD486,1700068064729,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724559539687641091
40,1724610853431873731,61227E048DECD76CBB23F53E2EA574AEDD4912206CA8AD93D187EAC31E1DD486,1700068077671,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1724559539687641091
41,1733799198170976425,61227E048DECD76CBB23F53E2EA574AEDD4912206CA8AD93D187EAC31E1DD486,1702225737195,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1733768479323377978
42,1521856947548528641,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1651678130280,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
43,1521864985403609090,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1651678111150,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
44,1521870857945202697,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1651678099444,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
45,1522287245620924416,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1651786136957,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
46,1535109453644763151,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1654838026149,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
47,1540835880994234369,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1656911095842,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
48,1540837098856411136,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1656911074877,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
49,1541210405233639424,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1656473385340,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
50,1541965998873628674,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1656473181901,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
51,1562604999355420673,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1661470073955,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
52,1564954605158629376,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1661957250063,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
53,1567623547434192896,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1662585827945,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
54,1586734937021063170,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1667143630990,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
55,1587862251532423170,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1668144862801,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1
56,1589402583277240321,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1667778769372,2,0,0,0,0,HELPFUL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
57,1592716126294839297,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1668573621675,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
58,1599441189111009280,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1670197416853,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
59,1601567065323851776,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1670702038575,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
60,1601617148325101568,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1670702023338,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
61,1602318297705259008,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1670874584014,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
62,1610124747676979203,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1672731580179,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
63,1631918327550431232,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1677944608133,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
64,1632043788154867713,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1677944573071,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
65,1632072964521750529,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1677999906616,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
66,1632095920035618816,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1677999914673,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
67,1632123674575904773,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1677999929483,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
68,1632224376136298496,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678000071821,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
69,1632854768967204865,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678149572447,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-1
70,1632859904615628800,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678149557899,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
71,1632878805609054210,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678149578770,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
72,1633149774596636675,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678208700327,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
73,1633927012841553922,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678394328346,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,-1
74,1635006475578875920,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678668158753,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
75,1635703511072505870,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678830160744,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
76,1635706039562563584,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678830149156,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
77,1635735615559073792,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678830188593,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
78,1635743671067848706,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1678852024855,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
79,1642902340200955908,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1680549069155,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1642863566763044865
80,1642908972607782913,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1680549012426,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1642905971541389313
81,1644776768040050689,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1681094793883,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644674973850562560
82,1645884353031950339,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1681250457977,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1645868074644406272
83,1650816830741815296,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1682438823762,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1650801827728986112
84,1650825099539521536,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1682438953804,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1650801827728986112
85,1650843464429387777,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1682438803601,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1650801827728986112
86,1650864301379575809,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1682438775198,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1650801827728986112
87,1650865349124927491,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1682438733156,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1650801827728986112
88,1657534159290765312,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684033589905,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1657481601742409728
89,1657537516625338370,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684033631405,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657481601742409728
90,1657541063744303106,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684033600929,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657481601742409728
91,1657568296865001473,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684033609620,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657481601742409728
92,1658295538247237634,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684205220921,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1658110110802100232
93,1661099737938796552,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1684884616939,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1661030695244800000
94,1678168032454098945,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1688965203292,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1678098028849143809
95,1678209747449794564,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1688965189515,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1678098028849143809
96,1682022262189477888,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1689890841746,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1681534717043277824
97,1683546845916569617,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1690226887619,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683357189589663744
98,1687163522088648709,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1691127944747,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687152132275781639
99,1691910208790921580,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1692237047421,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1691730036653506875
100,1692612371594752150,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1697813060565,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1692431667548528661
101,1692774915517092212,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1697812975528,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692431667548528661
102,1692787312017420742,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1697813043926,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1692431667548528661
103,1693132380100321730,EBE1D39152E086F5D771B669B9FCFC7709B404D15529CFD74A637CEC019EDFC0,1697812960834,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692431667548528661
